name_base_id,name_base,coverage_kind,language_qid,language_code,gender,name_qid,localized_name,source_dataset,source_license
"1","English","direct_language","Q1860","en","unknown","Q63204650","Dempsey","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q47576939","Derwas","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q40259286","Dunmore","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50318360","Follen","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q48979966","Forsyth","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q20796710","Fraser","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56435731","Gibb","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q49187325","Gilmore","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q47582210","Gladstone","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q21069181","Gladwyn","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q40930533","Glass","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50319380","Grylls","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56856555","Haggerston","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q21127484","Haley","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50742298","Hamlyn","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57599639","Hampden","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56289502","Hardie","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50329401","Haydon","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q16276492","Hayward","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50841251","Hegan","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50325865","Holbrook","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q63567160","Jasen","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q18609696","Jeff","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q922088","Judas","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q605834","Kevin","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57126644","Kilgour","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57818858","Klein","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56449208","Layne","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50885845","Lockhart","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q3841018","Lynn","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q62078613","Mabbett","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q18030918","Martine","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q63531145","McEachian","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56502033","McKay","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50840255","McMahon","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q39312985","Milligen","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50324688","Milner","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50864623","Morrin","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50824412","Mulford","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q16279976","Nathalie","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57678446","Newburn","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50363464","Newnham","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q42988236","Noon","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q42978392","North","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50369105","Parke","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q10927061","Patrice","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57959338","Powell","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q47162960","Richards","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50383290","Rickards","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q47103421","Ricketts","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50382516","Rigby","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q3939822","Rocky","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56259297","Roden","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50319495","Sewall","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q51408182","Starling","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q47483115","Swan","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q37865497","Tait","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q50410974","Tapper","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q42717380","Telford","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q15851235","Torey","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q57677920","Tremaine","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q19720184","Trey","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q16282224","Turner","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q39674889","Tyas","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q15852699","Vern","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q4928254","Vincent","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q46600071","Western","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q56856365","Whistler","Wikidata Query Service","CC0-1.0"
"1","English","direct_language","Q1860","en","unknown","Q40158648","Wilberforce","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767149","Agnielle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65177072","Allain","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111529359","Andéga","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q114867351","Audelin","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q15635195","Aurélien","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q110449551","Barkès","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q29040032","Barnabé","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q62079214","Benik","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q123562018","Bozon","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q2965735","Christiane","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q2087646","Christine","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65177131","Claude-Michel","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q110316016","Claudel","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q106676165","Constand","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q118218773","Corneil","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q14516546","Daniel","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q60983322","Dieudonné","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111540513","Djenessa","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q509951","Dominique","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767291","Donatienne","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q125168469","Elies","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q13426635","Émile","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18066790","Éric","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18012535","Eugène","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q1406472","Fernand","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111667584","Fingui","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q123816738","Frère","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q13585060","Gabrielle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q173877","Gaëlle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q64825258","Gavroche","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q29908027","Géraud","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18190448","Guillaume","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q123046841","Guite","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18606335","Héloïse","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q115897833","Hildevert","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q62705752","Hombeline","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q96477470","Houda","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q97462802","Isnelle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q1499767","Jean-Baptiste","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65177240","Jean-Brice","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q28811324","Jean-Émile","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767432","Jean-Emmanuel","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q98967569","Jean-Pierre-Hippolyte","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q98967567","Jean-Pierre-Ignace","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q98967564","Jean-Pierre-Marie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q98967572","Jean-Pierre-Nicolas","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q6169840","Jean-Pierre","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18175793","Jérôme","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q2402968","Joël","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q6298525","Joëlle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q102314019","Kentin","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q120098047","Khéphren","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q63537316","Laure-Agnès","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q30551625","Laurianne","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q114034441","Leandri","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111634576","Makhoudia","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q109508852","Manès","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q3289530","Marcelle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q63725942","Marie-Aline","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q116200265","Marie-Amélie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q114987161","Marie-Edmée","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q104904374","Marie-Guillemine","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q1897147","Marie-Jeanne","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65177340","Marie-Lucie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q54173880","Marie-Rose","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767612","Marie-Solange","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q1483687","Marthe","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18030918","Martine","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q18216057","Maxime","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767656","Mikaëlle","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q1524975","Monique","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q110250242","Naïs","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q16279976","Nathalie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q29550360","Nicaise","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q10927061","Patrice","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q63241278","Paul-Jean","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111475244","Pépé Roger","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q106606428","Perrie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65767773","Pierre-Jérôme","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q65177393","Pierre-Nonce","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q95425123","Plantagenet","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q63144046","René-Marie","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q110706483","Rouër","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q3511103","Séraphin","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q63241289","Sextius","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111604153","Sorel","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111530023","Thama","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111669874","Tiguidanké","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q111530109","Tyira","Wikidata Query Service","CC0-1.0"
"2","French","direct_language","Q150","fr","unknown","Q4928254","Vincent","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q19796041","Abaco","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q13258171","Alex","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q22704832","Amabile","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q67003221","Annunzio","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q21296566","Ansovino","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q771980","Antea","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q16274921","Arduino","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q56598297","Ariele","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q28671580","Armonia","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q16739658","Arsinoe","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q26156129","Aventino","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q18608331","Berlinghieri","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q114234221","Bernardo Maria","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q3642063","Bonavita","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q18287982","Cafiero","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q52063209","Carmelina","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q16739660","Cibele","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q21206681","Cleonico","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q66688738","Clito","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q12899499","Cristina","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q97065096","Dionigio","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q135094742","Divizo","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q1068347","Doralice","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q20084464","Durante","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q21282346","Erodione","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q65971100","Esdra (nome)","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q55530075","Etelfleda","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q18011357","Fabrizio","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q29022264","Fara","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q3745845","Fiore","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q101426460","Gerasimo","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q30891068","Germinal","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q21074400","Giairo","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q98841824","Giannettino","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q101667993","Giglia","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q19512398","Gioia","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q3778105","Gualberto","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q21486046","Ippolita","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q43382354","Lele","Wikidata Query Service","CC0-1.0"
"3","Italian","direct_language","Q652","it","unknown","Q17988253","Leoluca","Wikidata Query Service","CC0-1.0"
