name_base_id,name_base,sphere_key,category,gender,name,name_qid,source_dataset,source_license
4,Castillian,base_4,ancient_person,male,Munio of Zamora,Q2356240,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Opilano,Q6051614,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pedro Ansúrez,Q1159977,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pedro de Cuéllar,Q6070467,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pedro de Peñafiel,Q6070553,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pelayo Peláez,Q6070890,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pere Tomás,Q6070246,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pere de Montsó,Q3899765,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Peter González,Q2715632,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Pêro da Ponte,Q1779292,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Ramon de Caldes,Q3608950,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Salomon ibn Parhon,Q3470074,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Savaric I,Q7427948,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Shem-Tov ibn Falaquera,Q1383938,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Sisebut,Q350656,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,male,Sisebut de Cardeña,Q5678123,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
4,Castillian,base_4,ancient_person,female,Teresa Gil,Q6142561,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Alako,Q2016658,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Alfadur,Q9602646,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Alfrigg,Q2646410,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Alsviðr,Q432825,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Alvaldi,Q2021358,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Alvíss,Q1143134,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Andhrímnir,Q534156,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Andvari,Q525149,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Annar,Q2573198,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Aslaug,Q732678,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Atla,Q2143293,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Aurvandill,Q279501,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Barri,Q4863474,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Bergelmir,Q266233,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Bifröst,Q208525,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Billingr,Q953464,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Bláin,Q881142,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Bragi,Q199959,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Brokkr,Q926010,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Byggvir,Q1018519,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Bödvar Bjarki,Q2519089,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Bøyg,Q1789846,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Búri,Q336145,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Býleistr,Q1018548,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Dagr,Q1136295,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Dellingr,Q944790,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Durinn,Q1261767,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Dvalinn,Q1268297,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Dáinn,Q841703,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Eggther,Q981889,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Eir,Q427355,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Elli,Q1283197,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Fimafeng,Q2540845,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Fin,Q2481558,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Fjölnir,Q1400296,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Fjölvar,Q742527,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Fjörgyn,Q108807778,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Forseti,Q62548,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Freyr,Q131474,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Frigg,Q131654,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Frotho I,Q887924,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Fulla,Q847429,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Fáfnir,Q745315,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gandalf,Q587350,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Gaut,Q1402029,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Gersemi,Q1515018,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gestumblindi,Q1519694,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gjallarbrú,Q1528902,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gjálp and Greip,Q345799,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gjöll,Q1500292,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Glenr,Q5569275,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Grani,Q2418385,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Grerr,Q1545912,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Grimhild,Q1565635,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Grímnir,Q1262034,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Gróa,Q1280875,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Gudrun,Q1257834,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Gullfaxi,Q1200682,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Gullveig,Q1324152,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Gutthorm,Q1557360,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Gylfi,Q2296321,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Göll,Q96657669,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Hagbard,Q1456415,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Hagen,Q1568447,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Heidrek,Q2215697,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Heiðr,Q2243464,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Helblindi,Q282516,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Helgi Hundingsbane,Q155432,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Hermod,Q579612,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Hervör alvitr,Q1115537,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Hildr,Q2580125,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Himinglæva,Q666857,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Hlöd,Q2383464,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Hnoss,Q1543730,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Hoddmímis holt,Q679137,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Hreiðmarr,Q1390232,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Hringhorni,Q1424849,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Hrist,Q10655862,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Hræsvelgr,Q564342,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Hvergelmir,Q536442,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Högne,Q937699,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Ilmr,Q3323186,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Ingunar-Freyr,Q519622,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Iðunn,Q204691,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Jörð,Q548730,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Jötnar,Q210053,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Kvasir,Q216763,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Kári,Q688566,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Kólga,Q179227,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Laufey,Q607641,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Leikn,Q388585,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Loki,Q133147,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Lóðurr,Q1501311,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Magni,Q1845668,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Meili,Q1617533,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Miskorblindi,Q2200742,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Mundilfari,Q578248,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Muspell,Q675304,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Máni,Q739765,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Mímameiðr,Q1273709,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Mímir,Q336496,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Mímisbrunnr,Q990571,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Mótsognir,Q1284136,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Móðguðr,Q1752972,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Móði,Q601453,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Mökkurkálfi,Q3267273,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Naglfar,Q846277,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Naglfari,Q2736538,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Nanna,Q500390,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Nari,Q1194706,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Nepr,Q929021,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Ninus,Q1152356,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Niðhad,Q1987427,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Njord,Q193879,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Njörun,Q431044,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Norse dwarves,Q2738581,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Nótt,Q576795,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Odin,Q43610,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Ragnarök,Q170148,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Regin,Q1502974,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Rerir,Q457767,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Rindr,Q1324396,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Rán,Q663348,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Ríg,Q15843446,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Röskva,Q1852740,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sif,Q211613,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Siggeir,Q1810814,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Sigi,Q458489,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Sigmund,Q1158552,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sigrdrífa,Q1076478,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sigrún,Q3041936,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Sigurd,Q537554,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sigyn,Q734508,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Sindri,Q1468430,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Sinfjötli,Q513564,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sister-wife of Njörðr,Q18211476,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Skaði,Q244032,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Skjöldr,Q1771470,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Skuld,Q500473,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Skírnir,Q264522,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Skögul,Q6319136,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Slidr,Q1851773,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Sons of Odin,Q7562334,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Starkad,Q957042,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Surtr,Q211700,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Svafrlami,Q1817116,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Svanhildr,Q1758567,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Svipdagr,Q764214,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Svipul,Q7652719,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sváfa,Q1085116,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,female,Sága,Q1263128,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Sága and Sökkvabekkr,Q1799815,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,unknown,Sökkvabekkr,Q16513498,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Thor,Q42952,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
6,Nordic,base_6,mythology,male,Trebeta,Q572358,CC0-WIKIDATA-MYTHIC-ANCIENT,CC0-1.0
