name_base_id,name_base,coverage_kind,country_code,source_region,source_year,source_rank,gender,localized_name,romanized_name,source_population,source_note,source_dataset,source_license
"1","English","direct_country","GB","England","2021","5","female","Ivy","Ivy","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","5","male","Arthur","Arthur","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","5","female","Ivy","Ivy","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","5","male","Leo","Leo","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","5","female","Isla","Isla","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","5","male","Charlie","Charlie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","5","female","Emily","Emily","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","5","male","Luca","Luca","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","6","female","Florence","Florence","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","6","male","Leo","Leo","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","6","female","Rosie","Rosie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","6","male","Charlie","Charlie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","6","female","Aoife","Aoife","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","6","male","Oliver","Oliver","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","6","female","Amelia","Amelia","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","6","male","Oliver","Oliver","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","7","female","Lily","Lily","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","7","male","Harry","Harry","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","7","female","Ava","Ava","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","7","male","Archie","Archie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","7","female","Lily","Lily","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","7","male","Oisin","Oisin","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","7","female","Grace","Grace","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","7","male","Rory","Rory","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","8","female","Freya","Freya","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","8","male","Oscar","Oscar","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","8","female","Grace","Grace","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","8","male","George","George","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","8","female","Annie","Annie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","8","male","Harry","Harry","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","8","female","Sophie","Sophie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","8","male","Archie","Archie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","9","female","Mia","Mia","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","9","male","Henry","Henry","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","9","female","Lily","Lily","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","9","male","Jack","Jack","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","9","female","Evie","Evie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","9","male","Cillian","Cillian","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","9","female","Ava","Ava","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","9","male","Alfie","Alfie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","10","female","Willow","Willow","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","England","2021","10","male","Theodore","Theodore","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","10","female","Evie","Evie","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","10","male","Oscar","Oscar","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","10","female","Freya","Freya","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","10","male","Thomas","Thomas","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","10","female","Ella","Ella","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","10","male","James","James","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Wales","2021","11","female","Mia","Mia","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Northern Ireland","2022","11","female","Amelia","Amelia","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","11","female","Lily","Lily","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","11","male","Theo","Theo","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","12","female","Charlotte","Charlotte","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","12","male","Finlay","Finlay","","","popular-names-by-country-dataset","CC0-1.0"
"1","English","direct_country","GB","Scotland","2022","13","male","Lewis","Lewis","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","1","female","Jade","Jade","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","1","male","Léo","Léo","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","2","female","Emma","Emma","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","2","male","Gabriel","Gabriel","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","3","female","Louise","Louise","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","3","male","Raphaël","Raphaël","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","4","female","Mia","Mia","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","4","male","Arthur","Arthur","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","5","female","Alice","Alice","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","5","male","Louis","Louis","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","6","female","Lina","Lina","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","6","male","Maël","Maël","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","7","female","Ambre","Ambre","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","7","male","Lucas","Lucas","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","8","female","Rose","Rose","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","8","male","Adam","Adam","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","9","female","Chloé","Chloé","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","9","male","Tiago","Tiago","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","10","female","Anna","Anna","","","popular-names-by-country-dataset","CC0-1.0"
"2","French","direct_country","FR","","2022","10","male","Hugo","Hugo","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","1","female","Sofia","Sofia","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","1","male","Leonardo","Leonardo","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","2","female","Aurora","Aurora","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","2","male","Alessandro","Alessandro","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","3","female","Giulia","Giulia","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","3","male","Tommaso","Tommaso","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","4","female","Ginevra","Ginevra","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","4","male","Francesco","Francesco","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","5","female","Beatrice","Beatrice","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","5","male","Lorenzo","Lorenzo","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","6","female","Alice","Alice","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","6","male","Edoardo","Edoardo","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","7","female","Vittoria","Vittoria","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","7","male","Mattia","Mattia","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","8","female","Emma","Emma","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","8","male","Riccardo","Riccardo","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","9","female","Ludovica","Ludovica","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","9","male","Gabriele","Gabriele","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","10","female","Matilde","Matilde","","","popular-names-by-country-dataset","CC0-1.0"
"3","Italian","direct_country","IT","","2021","10","male","Andrea","Andrea","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","1","female","Ane","Ane","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","1","male","Markel","Markel","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","1","female","Júlia","Júlia","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","1","male","Marc","Marc","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","1","female","Lucía","Lucía","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","1","male","Martín","Martín","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","2","female","Laia","Laia","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","2","male","Martín","Martín","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","2","female","Martina","Martina","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","2","male","Nil","Nil","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","2","female","Martina","Martina","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","2","male","Hugo","Hugo","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","3","female","June","June","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","3","male","Julen","Julen","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","3","female","Mia","Mia","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","3","male","Pol","Pol","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","3","female","Sofía","Sofía","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","3","male","Mateo","Mateo","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","4","female","Nahia","Nahia","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","4","male","Oihan","Oihan","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","4","female","Emma","Emma","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","4","male","Jan","Jan","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","4","female","María","María","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","4","male","Leo","Leo","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","5","female","Maddi","Maddi","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","5","male","Jon","Jon","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","5","female","Lucía","Lucía","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","5","male","Leo","Leo","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","5","female","Valeria","Valeria","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","5","male","Lucas","Lucas","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","6","female","Malen","Malen","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","6","male","Aiur","Aiur","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","6","female","Sofía","Sofía","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","6","male","Pau","Pau","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","6","female","Julia","Julia","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","6","male","Manuel","Manuel","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","7","female","Nora","Nora","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","7","male","Aimar","Aimar","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","7","female","Ona","Ona","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","7","male","Àlex","Àlex","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","7","female","Paula","Paula","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","7","male","Daniel","Daniel","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","8","female","Irati","Irati","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","8","male","Ibai","Ibai","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","8","female","María","María","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","8","male","Marti","Marti","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","8","female","Emma","Emma","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Excluding Basque Country & Catalonia","2021","8","male","Alejandro","Alejandro","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","9","female","Izaro","Izaro","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Basque Country","2021","9","male","Luka","Luka","","","popular-names-by-country-dataset","CC0-1.0"
"4","Castillian","direct_country","ES","Catalonia","2021","9","female","Laia","Laia","","","popular-names-by-country-dataset","CC0-1.0"
